gender,age,attendance_pct,marks,homework_completion,distance_to_school,fee_status,dropout_label
female,13,78.5892979086505,71.0,100.0,12.4,no,0
male,15,71.1331059026939,58.0,76.0,,yes,0
male,13,37.31909497397231,30.0,51.0,14.6,no,1
male,15,39.5296870132832,42.0,33.0,6.4,yes,1
male,13,,37.0,33.0,8.3,yes,1
female,17,64.84543309202648,97.0,82.0,14.0,yes,1
male,17,81.03132314359249,56.0,58.0,11.5,no,0
female,17,59.77077911838448,78.0,84.0,,yes,1
female,18,97.58476248184876,93.0,,3.3,no,0
male,12,72.29861928544375,,74.0,17.8,no,0
male,14,90.24530441272998,73.0,31.0,1.0,no,0
female,14,70.10015763994751,50.0,87.0,6.4,yes,0
male,14,56.83302334320099,31.0,88.0,13.8,no,0
female,14,92.48780705781246,90.0,87.0,4.4,yes,0
male,12,41.76901088700305,33.0,62.0,10.9,yes,1
female,16,,92.0,90.0,10.3,no,1
female,12,68.81059072043605,,92.0,7.9,no,0
female,13,75.99348559966583,81.0,93.0,15.0,no,0
male,14,74.34068182491637,59.0,76.0,18.6,yes,0
female,13,87.47932362887738,98.0,72.0,12.5,no,0
male,17,77.3862867275728,74.0,91.0,2.2,no,0
female,13,73.07253831341029,82.0,40.0,1.8,no,1
male,14,73.24046031493286,65.0,51.0,9.0,no,0
male,18,62.86680655138103,88.0,46.0,13.0,yes,1
male,14,50.89974588875927,91.0,71.0,7.0,yes,1
female,12,62.795689538491125,70.0,68.0,19.8,yes,1
male,14,77.93610776630618,88.0,75.0,6.7,no,0
female,18,73.056676374055,65.0,,8.7,no,0
female,13,92.37637307146632,87.0,66.0,11.7,yes,0
female,17,66.11940328214672,53.0,78.0,8.0,no,0
female,13,73.3765567639395,83.0,53.0,0.9,yes,1
male,11,74.7964478916922,57.0,88.0,10.9,no,0
male,11,,,59.0,3.7,no,0
male,14,34.721926298268066,37.0,45.0,8.1,yes,1
female,12,77.98380259389812,76.0,77.0,9.1,no,0
male,11,78.66396286491666,71.0,91.0,6.3,no,0
female,15,53.8089590129773,63.0,79.0,,yes,1
male,14,44.11254509949476,,99.0,1.9,yes,1
female,16,75.28186580157535,50.0,79.0,7.8,no,0
male,18,98.98805172880547,93.0,100.0,14.3,yes,0
male,12,62.46999323496574,44.0,36.0,16.6,no,1
female,18,64.25287127023131,63.0,43.0,11.0,no,0
female,15,73.26111656118448,75.0,32.0,6.2,yes,1
male,13,81.91561495769199,,,16.0,no,0
male,13,98.87512978650216,96.0,49.0,6.1,no,0
female,13,,98.0,33.0,15.0,yes,1
male,14,45.71057417178269,32.0,40.0,8.6,no,1
male,17,82.3479875383884,68.0,31.0,12.2,no,0
male,11,75.2580825691883,72.0,54.0,18.5,no,0
male,17,84.41695220641256,90.0,83.0,18.1,no,0
female,18,,48.0,86.0,9.3,yes,0
female,13,41.98587636250866,40.0,20.0,6.2,no,1
male,17,75.6397967219833,42.0,23.0,8.9,yes,0
female,11,87.27243468105081,,90.0,19.4,yes,0
female,13,91.64557057051164,62.0,66.0,17.1,no,0
female,12,67.69276511230291,53.0,33.0,15.6,yes,1
male,12,76.37463602029442,97.0,70.0,17.4,no,0
female,15,67.38739444018125,63.0,63.0,5.8,no,0
male,11,66.81342189098815,87.0,73.0,2.9,no,1
female,18,69.21708660496513,41.0,71.0,13.3,no,0
female,12,58.54466586626123,,80.0,5.5,yes,1
male,16,46.9804239874181,37.0,32.0,,no,1
female,16,77.13569892333481,70.0,97.0,1.1,no,1
male,16,74.94129607601944,75.0,85.0,9.9,no,0
male,15,85.26825012397956,83.0,92.0,1.1,yes,0
male,11,45.67887523295416,35.0,84.0,13.6,no,1
male,16,,98.0,25.0,,yes,1
female,16,65.09386964822701,58.0,38.0,6.1,no,1
female,12,77.51696397811276,76.0,,12.0,yes,0
female,13,,86.0,50.0,16.5,yes,0
male,18,62.36146254520405,49.0,40.0,13.4,no,0
female,17,48.8426081880182,50.0,45.0,9.8,no,1
female,18,81.71249269986684,50.0,57.0,3.1,no,0
female,17,84.14315017141465,61.0,48.0,6.5,no,0
male,16,59.37991562865018,32.0,59.0,5.7,yes,1
female,17,82.65991132270764,84.0,66.0,19.5,no,0
female,12,44.21697224445995,,55.0,,no,1
female,17,72.53388280045488,78.0,,9.6,yes,0
male,13,77.39072682163308,79.0,81.0,,no,0
male,16,89.45496526960635,79.0,43.0,1.9,yes,0
female,17,62.72249586549029,64.0,,1.2,yes,1
female,13,53.15154501848194,90.0,38.0,9.4,no,1
male,13,82.4166588840079,90.0,21.0,7.7,no,0
female,12,88.21947598320045,87.0,51.0,10.4,no,0
male,17,81.70288021031976,93.0,73.0,10.7,no,0
male,14,64.0951426335783,97.0,,3.5,yes,1
male,11,87.23163891650832,91.0,43.0,6.1,yes,0
female,18,83.26286247661801,78.0,76.0,10.3,no,0
male,14,87.8011161944488,96.0,75.0,19.2,yes,0
male,17,74.28170780517019,70.0,45.0,19.4,no,0
female,13,74.32886009863145,68.0,20.0,14.5,yes,0
male,16,58.45333025523802,30.0,20.0,4.5,yes,1
female,15,41.522287789227136,57.0,57.0,15.6,yes,1
female,14,86.07708292735155,98.0,85.0,,no,0
female,18,86.24243557189929,79.0,79.0,17.0,no,0
female,11,65.80422091683013,57.0,37.0,14.2,yes,0
female,15,78.31973143798281,64.0,21.0,19.9,no,0
female,14,77.04317664431538,49.0,75.0,0.8,no,0
female,16,68.92857725642553,77.0,39.0,6.1,no,0
female,14,78.19533906914182,75.0,52.0,12.2,yes,0
male,12,82.77112426288774,50.0,,17.8,no,0
female,15,75.27722841187145,,41.0,1.9,no,0
female,15,,94.0,95.0,18.7,yes,0
female,17,72.34753861319314,36.0,,1.4,no,0
male,13,66.48925819636152,46.0,38.0,1.6,no,0
female,18,75.85523365958439,47.0,83.0,9.3,yes,0
male,15,79.45248487041512,88.0,83.0,6.4,no,0
female,15,79.26589560020462,74.0,91.0,19.3,no,0
male,11,74.11348055805341,67.0,27.0,2.7,no,0
male,14,82.91989365325259,85.0,75.0,12.9,no,0
male,15,77.22613490436062,78.0,77.0,,yes,0
female,14,67.39170907820679,38.0,95.0,9.3,yes,0
female,15,75.49368844764273,85.0,85.0,15.0,no,0
male,12,85.99115545110814,85.0,,0.9,yes,0
male,12,86.40429681445673,93.0,46.0,,no,0
male,11,72.41584730314385,84.0,55.0,12.0,no,0
male,11,82.55537495927214,63.0,81.0,8.6,no,0
female,13,,37.0,36.0,15.7,yes,1
male,15,77.61910309628622,64.0,44.0,7.5,yes,0
male,12,76.31673853378386,47.0,32.0,14.5,no,0
male,15,81.9679261268679,75.0,92.0,10.9,no,0
male,16,,,83.0,2.5,no,0
male,13,75.05223821010591,,88.0,5.1,no,0
male,18,91.81690513323034,93.0,91.0,10.2,yes,0
female,18,,74.0,70.0,3.0,no,0
male,13,86.39809057439216,86.0,33.0,2.5,no,0
male,14,83.9428637886268,80.0,82.0,13.3,no,0
female,18,89.81660104945,82.0,78.0,13.0,no,0
female,15,,67.0,65.0,,no,0
male,11,53.32473456252523,,35.0,13.7,no,1
female,16,72.86001762280095,65.0,56.0,1.9,yes,0
female,16,51.05720157387943,66.0,21.0,16.0,yes,1
female,14,35.67928598168943,,67.0,11.8,no,1
male,12,,57.0,67.0,12.5,yes,1
female,14,69.79326944342233,86.0,31.0,0.9,no,0
female,13,,42.0,24.0,14.0,yes,1
female,11,87.9080600750026,60.0,81.0,15.6,no,0
male,13,71.8640484273324,62.0,31.0,18.0,no,0
male,18,55.856456513941126,33.0,98.0,17.9,yes,1
male,13,80.03987398728015,,70.0,19.4,yes,0
male,13,75.68652446369254,62.0,66.0,7.8,yes,0
male,18,64.00854541196637,58.0,44.0,8.6,no,1
female,17,71.8294140421291,,95.0,0.7,no,0
female,13,95.12075773189984,,30.0,3.1,no,0
male,13,85.21311148730544,60.0,80.0,6.4,no,0
female,13,85.22770351199475,87.0,20.0,6.4,no,0
female,15,60.06338929479839,33.0,37.0,7.6,no,0
female,18,30.850309973090447,46.0,,9.9,no,1
male,15,48.91694235608178,74.0,,5.3,yes,1
male,17,,,52.0,8.6,yes,0
female,12,93.47983874748518,86.0,88.0,13.3,no,0
female,11,79.93412486029578,71.0,60.0,15.6,no,0
male,18,67.19059325620412,39.0,90.0,17.8,no,0
male,14,67.9848868323223,60.0,21.0,14.6,no,1
female,12,72.23498669255078,70.0,73.0,18.0,no,0
female,17,80.4785342882945,93.0,68.0,8.9,yes,1
female,18,52.27985679990493,39.0,21.0,19.5,no,1
female,15,67.56435617478868,52.0,22.0,6.8,no,0
male,18,64.19374040523476,36.0,85.0,1.3,no,0
female,17,69.08739532260577,90.0,36.0,5.3,yes,1
female,13,64.92945974587073,,22.0,3.9,no,1
male,18,94.36051384545964,83.0,25.0,11.0,no,0
male,18,71.02319294049033,43.0,80.0,5.6,yes,0
male,16,,60.0,80.0,18.7,no,0
female,18,68.02100122754223,48.0,93.0,,no,0
female,12,,61.0,30.0,1.1,yes,0
female,16,78.23360296594822,81.0,70.0,,no,0
female,18,50.69081335828072,76.0,32.0,3.3,yes,1
female,11,62.87783408299059,40.0,50.0,,no,1
female,13,82.14652846042068,91.0,,6.2,no,0
female,15,76.30559520553118,67.0,77.0,10.2,no,0
female,14,60.18975137082119,37.0,,,yes,1
male,18,68.59935036122532,44.0,63.0,13.9,no,0
male,18,,73.0,94.0,13.0,no,1
female,18,90.70183859850188,,,,no,0
male,11,63.94436301744841,59.0,35.0,18.7,no,0
male,15,94.61796311170797,91.0,62.0,2.1,no,0
male,15,84.35383561817888,87.0,66.0,,no,0
female,15,81.69718683929621,97.0,58.0,,yes,1
female,16,77.56799003383792,,27.0,9.5,no,0
male,14,82.03922729180739,97.0,97.0,8.9,yes,0
male,11,68.13954109607077,55.0,29.0,10.9,no,0
female,11,,61.0,93.0,,no,0
male,18,82.84347141207988,90.0,22.0,3.0,no,0
female,12,87.90498955677147,,45.0,,no,0
female,12,36.332127272064,64.0,51.0,7.2,no,1
male,16,71.72996933312331,35.0,84.0,,no,0
female,15,52.38209632117445,,72.0,4.7,no,0
male,16,82.57092662755592,92.0,71.0,12.8,yes,0
female,14,78.25296541595284,45.0,92.0,12.8,yes,0
male,14,83.0228808790925,89.0,20.0,5.9,no,0
female,15,79.17639509215314,90.0,50.0,14.6,yes,0
male,17,77.86188770053313,82.0,96.0,,no,0
male,16,61.123457852670256,76.0,43.0,16.6,no,0
female,14,61.5256475864049,35.0,70.0,14.1,no,0
male,11,89.86062064682926,86.0,74.0,,no,0
female,12,,42.0,82.0,,yes,1
male,11,82.37337051939228,93.0,,7.2,no,0
female,14,64.00958322167062,71.0,,1.1,yes,0
female,13,53.10660715797362,32.0,42.0,4.5,yes,1
female,17,85.29730982517844,68.0,77.0,3.0,no,0
male,16,,54.0,20.0,2.8,no,0
female,12,52.26577692910137,65.0,38.0,1.3,yes,1
male,14,67.52739393308872,47.0,69.0,3.1,no,0
female,15,79.11621423910766,73.0,76.0,12.9,no,0
female,11,69.66439528741243,66.0,64.0,20.0,no,0
male,14,53.970196096121285,71.0,46.0,19.4,no,1
male,13,,92.0,38.0,17.7,no,0
female,13,70.60743394169141,32.0,90.0,3.9,no,0
female,13,82.1287011142987,70.0,72.0,17.3,yes,0
female,12,49.58682313714185,,71.0,9.6,no,1
male,13,,93.0,53.0,5.7,yes,1
male,15,85.36478203190971,92.0,71.0,7.8,no,0
male,17,78.50875640535652,76.0,25.0,16.5,no,0
female,15,73.35050968136768,55.0,33.0,2.4,no,0
female,18,80.96577570810493,83.0,28.0,13.1,yes,0
male,14,65.01293726546218,86.0,28.0,10.4,yes,1
male,11,59.68792013844168,71.0,71.0,,no,0
female,18,79.41952282959524,49.0,100.0,16.9,yes,0
male,14,81.67893804249306,74.0,75.0,18.0,no,0
female,11,59.323304846910986,37.0,,,yes,1
male,15,81.68072941385435,71.0,68.0,6.2,yes,0
female,15,53.2184019892436,83.0,48.0,10.8,no,1
female,13,83.56047440656829,96.0,67.0,16.4,no,0
female,15,63.958988010619095,38.0,51.0,12.2,no,0
female,18,81.48266197770927,69.0,20.0,18.0,no,0
male,16,70.36111149944796,60.0,62.0,,no,0
female,12,62.48994147762921,40.0,64.0,14.9,no,0
female,11,75.92999230681778,38.0,58.0,12.8,yes,0
female,12,73.97304711846962,59.0,82.0,13.6,no,0
female,13,67.27083574304909,36.0,53.0,1.5,no,0
male,12,89.66252395774299,,25.0,9.5,no,0
female,18,,44.0,26.0,1.7,no,1
male,12,50.511949781070896,34.0,93.0,8.9,no,1
female,12,74.02600619925386,49.0,71.0,16.5,no,0
female,12,66.88932110447827,64.0,86.0,1.8,no,0
male,12,84.59292399463975,,76.0,0.8,yes,0
female,16,77.53901780715739,83.0,98.0,12.2,no,0
female,12,74.18947733246743,,,0.9,no,0
female,14,78.84397895915443,60.0,86.0,15.1,no,0
male,15,77.41165464894269,58.0,70.0,13.0,yes,0
female,17,62.45901959886672,74.0,39.0,8.1,no,1
male,15,68.44860901040494,,,,no,0
female,18,75.48322066939005,85.0,55.0,16.2,no,0
male,18,78.46775741124473,,98.0,14.1,yes,0
male,14,50.36769200116892,53.0,32.0,18.3,yes,1
male,15,59.09275670923597,38.0,55.0,0.6,no,0
female,11,78.09091173569318,44.0,50.0,18.9,no,0
female,18,87.32503500884133,92.0,76.0,10.0,no,0
female,16,63.28703363347121,80.0,28.0,,yes,1
male,11,45.5939619064003,38.0,32.0,9.2,yes,1
female,15,67.96920031920132,58.0,58.0,10.1,no,0
male,16,70.66098125705771,40.0,67.0,18.2,no,0
male,16,79.83511644956822,82.0,64.0,5.0,yes,0
female,18,91.44387725489884,81.0,24.0,12.9,no,0
female,17,70.33598856393479,47.0,28.0,19.7,yes,0
male,13,79.96993910114055,74.0,81.0,,no,0
female,18,52.405737785387416,55.0,98.0,10.2,no,1
male,12,68.01061404328709,84.0,35.0,4.2,no,1
male,13,68.71504585192831,34.0,68.0,18.0,yes,0
female,14,53.73081916560084,36.0,63.0,12.6,no,1
female,16,81.22906379252649,87.0,59.0,,yes,1
male,17,59.32765565713066,40.0,48.0,18.5,yes,1
female,15,82.24338667383422,51.0,28.0,6.5,no,0
female,11,85.6133070329393,91.0,54.0,14.1,yes,0
female,12,77.80837358588076,44.0,60.0,4.1,no,0
male,13,81.41609497836832,67.0,69.0,6.1,yes,0
female,11,79.53142626040746,51.0,44.0,14.1,yes,0
female,16,73.35876448291619,66.0,67.0,9.0,no,0
male,18,75.57575905135973,35.0,98.0,8.4,no,1
male,18,63.00419951248792,46.0,67.0,,yes,1
male,15,75.84154659035305,50.0,84.0,12.2,yes,0
female,12,74.69220077993474,41.0,78.0,11.2,no,0
female,16,81.88785400400491,79.0,46.0,4.0,no,0
female,17,87.22325143746794,81.0,76.0,5.0,no,0
female,11,,75.0,26.0,3.5,yes,0
male,15,46.81371886270032,,81.0,13.3,no,1
male,12,47.74352546860033,40.0,82.0,16.5,no,1
female,13,78.16822697932537,55.0,96.0,7.7,no,0
male,16,76.63343565018678,83.0,48.0,2.0,no,1
male,15,91.2939369941513,98.0,57.0,4.5,no,0
male,15,65.86777186899751,47.0,58.0,1.1,yes,0
female,16,,30.0,74.0,14.8,yes,1
female,14,47.39094123581011,35.0,53.0,18.8,no,1
female,14,63.72405132214564,49.0,61.0,5.6,yes,0
male,16,51.145973782101954,31.0,89.0,11.5,no,1
male,14,62.73244202820456,44.0,23.0,13.0,no,0
male,15,68.50411472317059,46.0,22.0,4.0,no,0
male,14,76.25049404344067,62.0,,14.2,no,0
female,11,72.29636077681332,65.0,42.0,,no,0
male,15,63.47571290029937,63.0,54.0,13.3,yes,1
female,18,66.81930903974818,30.0,50.0,10.7,yes,0
female,12,43.63338610557436,53.0,31.0,14.1,yes,1
female,14,,69.0,41.0,1.2,no,0
male,12,69.08581402917073,55.0,50.0,10.6,no,0
male,13,,78.0,66.0,5.0,no,0
female,11,84.61028341301719,93.0,71.0,3.4,no,0
female,16,,71.0,86.0,8.3,no,0
male,17,69.49864687285323,61.0,81.0,10.6,yes,0
male,15,91.9297569275993,91.0,,13.5,no,0
female,12,44.37003404396019,42.0,84.0,7.7,no,1
male,13,73.40828801067119,82.0,76.0,7.1,no,0
female,14,72.07839030690492,31.0,,9.2,no,0
female,17,69.48188450699809,49.0,100.0,10.7,no,0
female,17,39.69017232772423,40.0,91.0,10.5,no,1
female,13,90.2940659616336,90.0,74.0,1.3,yes,0
male,11,78.92912029449383,66.0,89.0,13.9,no,0
female,15,93.1942165928176,69.0,42.0,1.5,no,0
female,15,60.93412229452069,48.0,60.0,19.4,no,0
female,16,69.9469145257876,59.0,74.0,18.8,no,0
female,17,75.58751497099507,66.0,84.0,15.3,no,0
female,13,84.24539323023114,42.0,50.0,5.1,no,0
female,11,91.82741556164392,,40.0,11.5,no,0
male,11,91.31875246458166,86.0,70.0,9.5,no,0
male,12,69.79701917330075,58.0,89.0,19.9,yes,0
male,12,68.13165713944629,50.0,88.0,8.6,no,0
male,14,,77.0,96.0,8.0,no,0
female,18,,56.0,,10.5,no,0
female,14,54.99568447216297,31.0,71.0,13.8,yes,1
female,14,67.86426712260618,,36.0,4.9,no,0
male,12,74.09756156274315,58.0,39.0,18.6,no,0
female,15,80.27863675761762,60.0,25.0,,no,0
male,12,72.71977376358596,86.0,97.0,14.5,no,0
male,14,78.73166867399559,70.0,90.0,5.1,yes,0
male,16,68.1897081093606,59.0,76.0,,yes,0
female,13,69.0451860004826,45.0,29.0,14.0,no,0
male,15,81.90554962805696,94.0,81.0,4.1,no,0
male,14,81.88072130000307,95.0,55.0,16.3,no,0
male,11,49.462236161183554,45.0,65.0,10.4,yes,1
female,16,76.79364443507282,60.0,58.0,13.3,yes,0
male,12,72.51513028782588,55.0,49.0,12.8,no,0
male,11,80.13531136084427,68.0,32.0,7.2,yes,0
female,17,72.02772839262263,67.0,54.0,12.8,yes,0
male,15,75.79399097494839,47.0,91.0,6.9,no,0
female,11,71.70094616040709,52.0,56.0,12.7,no,0
male,11,56.49033595320632,47.0,21.0,10.3,yes,1
female,17,63.493019486271216,37.0,55.0,,no,0
female,12,79.8791959990599,80.0,50.0,19.5,no,0
male,13,,39.0,98.0,15.8,no,0
female,17,79.50112324835368,75.0,91.0,12.3,no,0
male,15,66.99025772229632,56.0,23.0,12.2,no,0
female,18,92.58856012074578,,82.0,12.9,no,0
male,18,70.32685085451195,53.0,59.0,4.2,yes,0
female,15,69.18138127494831,88.0,66.0,4.5,no,1
female,18,53.50347370300851,98.0,36.0,17.4,yes,1
female,14,,40.0,92.0,4.8,no,1
female,17,,68.0,95.0,14.7,no,0
female,18,94.40650526503848,,58.0,11.2,no,0
female,15,,68.0,77.0,4.8,no,0
male,11,47.98378024891911,85.0,34.0,11.1,yes,1
female,14,50.48253217331446,77.0,,7.6,yes,1
female,16,69.55949761612243,37.0,76.0,7.1,yes,0
male,15,95.71023543337547,80.0,88.0,18.4,yes,0
male,15,69.20441516980048,45.0,66.0,10.9,yes,0
male,15,,85.0,63.0,3.0,no,0
female,11,83.50244041390754,47.0,31.0,8.9,no,0
male,11,57.4622837345237,32.0,91.0,1.1,no,0
female,12,72.06292326958648,79.0,48.0,19.3,no,1
female,15,77.88829848358073,85.0,95.0,10.0,yes,0
female,14,79.32424794368195,56.0,35.0,1.5,no,0
female,13,,83.0,80.0,12.2,no,0
male,14,82.76140905634072,72.0,25.0,6.6,yes,0
male,16,81.20068316564341,92.0,93.0,11.4,yes,1
female,14,95.89065846917232,86.0,21.0,5.9,no,0
female,18,,45.0,67.0,14.4,yes,0
male,16,41.96650591856071,32.0,27.0,10.1,no,1
female,17,76.46253749146365,35.0,97.0,13.0,no,0
female,16,76.99509482902366,54.0,49.0,17.1,no,0
female,17,67.44902751331317,43.0,26.0,1.5,no,1
female,13,69.38898360459217,64.0,82.0,5.4,yes,0
female,11,75.41299669673359,,43.0,15.8,no,0
female,16,66.74753459035315,32.0,31.0,19.8,no,0
male,14,,,22.0,2.9,no,0
male,11,63.44826773205342,65.0,60.0,,no,0
female,16,84.21676988997883,94.0,79.0,11.7,no,0
male,15,77.98006514816149,68.0,55.0,10.3,no,0
male,16,62.35748628689314,75.0,33.0,3.0,no,1
male,12,93.44884555979,86.0,98.0,2.9,no,0
male,11,73.5696172733052,50.0,42.0,19.8,no,0
female,18,71.76975387963937,67.0,50.0,12.4,no,0
female,13,67.54609988331072,72.0,31.0,13.9,no,0
male,17,80.628169036108,63.0,,1.3,no,0
male,15,61.068759403092486,60.0,27.0,3.4,yes,1
female,12,83.56107295611649,69.0,68.0,,yes,0
male,15,94.70374695862418,95.0,87.0,18.9,yes,0
female,12,67.98505891810022,64.0,,7.2,yes,1
male,15,65.21655299088181,72.0,48.0,18.2,yes,1
female,16,57.76254580281601,31.0,54.0,16.7,no,1
female,11,74.61994774926576,36.0,62.0,13.5,no,0
male,18,57.69280954746413,,65.0,15.2,no,0
male,18,65.52199211779966,45.0,35.0,3.5,no,0
male,16,61.934862813772334,42.0,92.0,1.2,no,0
female,17,86.79787835742641,87.0,95.0,4.5,no,0
female,15,54.8478897191398,41.0,89.0,17.3,no,1
male,13,60.80328116897405,68.0,90.0,3.0,no,0
male,16,83.70476078563459,94.0,85.0,9.3,no,0
female,13,56.04776484890055,43.0,66.0,16.0,yes,1
male,15,76.93224874471197,62.0,98.0,4.3,no,0
male,18,52.45182748961149,41.0,73.0,15.6,no,1
male,15,81.80053977367213,89.0,,4.2,no,0
male,12,66.62867207122952,53.0,87.0,15.6,no,0
female,17,84.29254830948994,90.0,53.0,5.0,yes,0
female,12,66.8183856955031,64.0,30.0,4.1,yes,1
male,18,90.37610347809762,97.0,87.0,3.3,no,0
female,17,90.2879495230614,,92.0,,no,0
female,14,83.14092694072842,84.0,58.0,19.6,yes,0
male,11,,78.0,50.0,19.9,no,0
male,18,65.83797459074464,36.0,94.0,12.0,no,0
female,14,62.40264520975768,47.0,99.0,9.6,no,0
male,15,75.40543811733468,50.0,58.0,14.4,no,0
female,14,78.5961911926523,68.0,74.0,8.5,yes,0
male,14,69.83066854878314,31.0,77.0,18.6,no,0
female,18,67.13395650581755,59.0,81.0,18.7,no,0
female,11,84.88201535824957,54.0,76.0,14.3,no,0
female,13,77.77616520608093,53.0,30.0,11.0,no,0
male,16,73.58561958670549,60.0,,19.7,no,0
male,12,61.92333190362781,,30.0,3.7,yes,1
female,16,78.28606648572315,47.0,99.0,11.1,no,0
female,13,75.6588503729977,84.0,81.0,10.2,no,0
female,13,56.80387787294261,58.0,24.0,18.5,yes,1
female,13,,42.0,43.0,6.2,no,1
male,16,97.03918285201534,96.0,,8.5,yes,0
female,13,61.14009655415708,59.0,97.0,3.6,no,1
female,18,,88.0,40.0,9.8,no,0
male,12,69.27032840699295,55.0,65.0,6.9,no,0
female,13,85.7186691848442,94.0,40.0,11.8,yes,0
female,18,86.46992078007457,80.0,86.0,12.6,yes,0
female,15,86.77108596118369,84.0,71.0,4.8,yes,0
female,13,79.45351548744519,36.0,,,no,1
female,17,48.63348887312012,36.0,45.0,15.0,yes,1
female,14,,50.0,24.0,19.6,no,0
female,16,80.26484802878785,50.0,38.0,12.6,no,0
male,16,73.0568903391706,,84.0,2.7,no,0
female,16,88.90700868504592,,89.0,15.1,no,0
male,16,82.11929048940017,87.0,53.0,8.9,no,0
female,11,,50.0,75.0,14.7,no,0
male,17,81.03266636341102,77.0,,11.8,no,0
male,16,69.37462465676623,84.0,87.0,3.1,yes,1
male,16,51.20137562683893,66.0,95.0,15.2,yes,1
female,17,55.69374867835288,72.0,,12.5,yes,1
male,14,45.06405576774727,47.0,20.0,0.9,yes,1
female,12,95.5082364837037,94.0,70.0,18.7,no,0
female,11,84.76272000794307,70.0,72.0,14.7,no,0
male,16,56.83042286027832,30.0,,,no,1
female,14,,,91.0,2.5,no,0
female,15,74.1086545210429,73.0,20.0,14.3,no,0
male,14,60.15648083808403,38.0,44.0,8.7,yes,1
male,15,46.10646125125328,80.0,43.0,9.2,yes,1
female,18,82.1173155943483,80.0,81.0,9.5,yes,0
female,11,81.27397690039668,72.0,39.0,,no,0
male,17,57.08465080156624,33.0,89.0,6.9,yes,1
male,18,69.38611628316264,61.0,,3.5,no,0
female,15,78.55515117425912,,81.0,5.9,no,0
female,11,69.55701848548462,52.0,78.0,10.1,yes,0
male,13,81.73019492468399,,100.0,16.9,no,0
female,18,94.26463847703984,95.0,96.0,19.2,yes,0
female,17,70.84250624112244,45.0,82.0,,no,0
female,18,36.73660608749044,35.0,65.0,13.8,no,1
male,15,84.4738356763634,88.0,50.0,14.5,no,0
female,18,79.30812220335795,59.0,48.0,0.5,yes,0
male,18,54.54829686719843,59.0,39.0,2.5,yes,1
female,12,,,25.0,0.5,no,0
female,14,59.29177532155368,33.0,87.0,19.6,no,0
female,13,75.5792128823334,36.0,99.0,3.7,no,0
female,13,73.243600259435,,52.0,0.9,yes,0
female,17,41.10375943258835,43.0,99.0,11.8,yes,1
male,14,81.23400975587143,94.0,53.0,6.4,yes,0
male,18,67.0645441777655,58.0,92.0,6.9,yes,0
female,15,64.29996680436304,58.0,,6.2,no,0
female,11,78.99450698561634,88.0,84.0,1.2,no,0
female,14,76.70234128979482,52.0,63.0,20.0,no,0
female,18,47.60818190118,38.0,,8.9,yes,1
male,11,74.94477642993685,91.0,43.0,6.3,no,0
male,13,68.47288854172194,56.0,71.0,7.7,yes,0
female,13,75.3755500997228,68.0,32.0,10.2,no,0
male,14,83.42334229722718,94.0,70.0,5.6,no,0
male,15,85.08797467807058,95.0,53.0,6.6,no,0
female,12,85.80541998012683,73.0,60.0,9.0,no,0
female,18,83.87030295997637,62.0,63.0,13.1,no,0
male,15,95.53441378395271,85.0,55.0,1.1,yes,0
male,13,75.61926962052598,81.0,70.0,20.0,no,1
male,15,56.442371852417295,72.0,39.0,5.5,yes,1
female,15,89.10045648947646,91.0,86.0,7.3,yes,0
male,16,65.93960334219234,38.0,63.0,14.3,no,0
male,15,87.72295476005016,83.0,66.0,18.6,yes,0
female,14,86.30481460972341,,44.0,2.5,no,0
female,15,75.27825900649748,80.0,78.0,2.6,yes,1
female,15,88.26911151777591,81.0,51.0,11.2,no,0
male,13,39.372286726854064,42.0,20.0,12.8,no,1
female,17,79.10520886522971,81.0,32.0,14.2,no,0
male,12,75.68599667039989,63.0,56.0,16.1,yes,0
male,11,74.21925668026878,77.0,,,no,1
female,11,64.71287949500558,56.0,65.0,,yes,0
male,17,64.59639950682717,77.0,44.0,19.2,yes,1
male,14,32.754198342745646,32.0,60.0,14.6,yes,1
female,14,,90.0,71.0,19.2,yes,0
male,11,92.91893279699782,91.0,27.0,1.2,no,0
female,15,81.92868382549293,95.0,43.0,6.3,no,0
female,14,68.31975284873175,75.0,35.0,16.8,yes,0
